TrackId,Code,Team,Q1,Q2,Q3,Grid,Position
9.0,ALO,McLaren,1:19.330,1:19.152,1:20.147,3.0,2
20.0,ALO,McLaren,1:31.074,1:30.983,1:31.741,2.0,1
20.0,HAM,McLaren,1:31.587,1:31.185,1:33.833,10.0,9
11.0,ALO,McLaren,1:20.425,1:19.661,1:19.674,6.0,4
11.0,HAM,McLaren,1:19.570,1:19.301,1:19.781,1.0,1
5.0,HAM,McLaren,1:27.513,1:26.936,1:27.373,2.0,5
5.0,ALO,McLaren,1:27.328,1:26.841,1:27.574,4.0,3
14.0,ALO,McLaren,1:21.718,1:21.356,1:21.997,1.0,1
14.0,HAM,McLaren,1:21.956,1:21.746,1:22.034,2.0,2
13.0,ALO,McLaren,1:46.058,1:45.442,1:46.091,3.0,3
13.0,HAM,McLaren,1:46.437,1:45.132,1:46.406,4.0,4
16.0,HAM,McLaren,1:25.489,1:24.753,1:25.368,1.0,1
16.0,ALO,McLaren,1:25.379,1:24.806,1:25.438,2.0,\N
17.0,HAM,McLaren,1:35.798,1:35.898,1:35.908,1.0,\N
17.0,ALO,McLaren,1:35.809,1:35.845,1:36.576,4.0,2
18.0,HAM,McLaren,1:13.033,1:12.296,1:12.082,2.0,7
18.0,ALO,McLaren,1:12.895,1:12.637,1:12.356,4.0,3
1.0,HAM,McLaren,1:26.454,\N,\N,18.0,\N
2.0,HAM,McLaren,1:35.280,1:34.905,\N,12.0,7
17.0,HAM,McLaren,1:35.776,1:35.740,1:38.595,9.0,6
3.0,HAM,McLaren,1:32.851,1:32.877,1:34.196,5.0,4
4.0,HAM,McLaren,1:20.991,1:20.805,\N,14.0,9
6.0,HAM,McLaren,1:16.264,\N,\N,19.0,12
5.0,HAM,McLaren,1:28.318,\N,\N,16.0,13
9.0,HAM,McLaren,1:19.917,\N,\N,18.0,16
20.0,HAM,McLaren,1:31.473,1:39.149,1:32.616,5.0,18
11.0,HAM,McLaren,1:20.842,1:20.465,1:21.839,4.0,1
12.0,HAM,McLaren,1:38.649,1:38.182,1:39.489,1.0,2
13.0,HAM,McLaren,1:45.767,1:45.122,\N,12.0,\N
14.0,HAM,McLaren,1:23.375,1:22.973,1:24.066,1.0,12
15.0,HAM,McLaren,1:46.977,1:46.657,1:47.891,1.0,1
22.0,HAM,McLaren,1:30.917,1:30.627,1:32.395,3.0,3
18.0,HAM,McLaren,1:25.192,\N,\N,17.0,3
24.0,HAM,McLaren,1:39.873,1:39.695,1:40.948,1.0,\N
3.0,HAM,McLaren,1:55.341,1:54.707,1:55.217,4.0,3
1.0,HAM,McLaren,1:25.046,1:25.184,\N,11.0,6
2.0,HAM,McLaren,1:53.050,\N,\N,20.0,6
17.0,HAM,McLaren,1:35.641,1:34.928,1:35.034,6.0,2
4.0,HAM,McLaren,1:21.723,1:21.415,1:20.829,3.0,14
6.0,HAM,McLaren,1:15.676,1:14.527,1:14.432,5.0,5
5.0,HAM,McLaren,1:27.667,1:27.013,1:26.433,2.0,1
7.0,HAM,McLaren,1:15.889,1:15.528,1:15.105,1.0,1
12.0,HAM,McLaren,1:38.697,1:38.158,1:37.969,3.0,2
9.0,HAM,McLaren,1:31.297,1:31.118,1:30.556,4.0,2
10.0,HAM,McLaren,1:15.505,1:14.488,1:14.566,6.0,4
11.0,HAM,McLaren,1:21.455,1:20.877,1:20.499,5.0,\N
13.0,HAM,McLaren,1:56.706,1:46.211,1:45.863,2.0,1
14.0,HAM,McLaren,1:22.830,1:22.394,1:22.623,5.0,\N
15.0,HAM,McLaren,1:48.296,1:46.042,1:45.571,3.0,\N
22.0,HAM,McLaren,1:32.809,1:31.523,1:31.169,8.0,5
35.0,HAM,McLaren,1:37.113,1:36.197,1:36.062,4.0,2
18.0,HAM,McLaren,1:19.931,1:18.921,1:15.747,4.0,4
24.0,HAM,McLaren,1:40.335,1:40.119,1:39.425,2.0,2
1.0,HAM,McLaren,1:25.384,1:24.595,1:24.307,2.0,2
2.0,HAM,McLaren,1:36.861,1:35.852,1:34.974,2.0,8
17.0,HAM,McLaren,1:36.091,1:34.486,1:34.463,3.0,1
5.0,HAM,McLaren,1:27.091,1:26.066,1:25.595,4.0,4
4.0,HAM,McLaren,1:24.370,1:22.148,1:21.961,3.0,2
6.0,HAM,McLaren,1:15.207,1:14.275,1:15.280,9.0,6
7.0,HAM,McLaren,1:14.114,1:13.926,1:13.565,5.0,\N
12.0,HAM,McLaren,1:39.244,1:37.727,1:37.380,3.0,4
9.0,HAM,McLaren,1:33.581,1:32.505,1:32.376,10.0,4
20.0,HAM,McLaren,1:32.934,1:30.998,1:30.134,2.0,1
11.0,HAM,McLaren,1:21.636,1:21.105,1:19.978,2.0,4
13.0,HAM,McLaren,2:03.008,2:02.823,1:48.730,2.0,\N
15.0,HAM,McLaren,1:47.014,1:46.829,1:44.809,4.0,5
22.0,HAM,McLaren,1:32.843,1:31.139,1:30.617,3.0,5
35.0,HAM,McLaren,1:37.525,1:36.526,1:35.820,1.0,2
68.0,HAM,McLaren,1:26.563,1:25.019,1:24.474,5.0,7
24.0,HAM,McLaren,1:39.782,1:38.434,1:38.622,2.0,1
18.0,HAM,McLaren,1:13.361,1:12.811,1:12.480,4.0,\N
1.0,HAM,McLaren,1:26.800,1:25.626,1:24.922,1.0,3
2.0,HAM,McLaren,1:37.813,1:37.106,1:36.219,1.0,3
17.0,HAM,McLaren,1:36.763,1:35.902,1:35.626,7.0,3
3.0,HAM,McLaren,1:34.813,1:33.209,1:32.520,2.0,8
4.0,HAM,McLaren,1:22.583,1:22.465,1:21.707,24.0,8
6.0,HAM,McLaren,1:16.063,1:15.166,1:14.583,3.0,5
7.0,HAM,McLaren,1:14.891,1:14.371,1:14.087,2.0,1
12.0,HAM,McLaren,1:39.169,1:38.616,1:38.410,2.0,19
9.0,HAM,McLaren,1:47.433,1:54.897,1:53.543,8.0,8
10.0,HAM,McLaren,1:16.221,1:37.365,1:44.186,7.0,\N
11.0,HAM,McLaren,1:21.794,1:21.060,1:20.953,1.0,1
13.0,HAM,McLaren,1:49.605,1:48.563,1:48.394,7.0,\N
14.0,HAM,McLaren,1:24.211,1:24.394,1:24.010,1.0,1
15.0,HAM,McLaren,1:48.285,1:46.665,1:46.362,1.0,\N
22.0,HAM,McLaren,1:33.061,1:32.121,1:32.327,9.0,5
35.0,HAM,McLaren,1:39.180,1:38.000,1:37.469,3.0,10
68.0,HAM,McLaren,1:26.516,1:25.816,1:25.544,3.0,4
24.0,HAM,McLaren,1:41.497,1:40.901,1:40.630,1.0,\N
69.0,HAM,McLaren,1:37.058,1:36.795,1:35.766,2.0,1
18.0,HAM,McLaren,1:15.075,1:13.398,1:12.458,1.0,\N
14.0,HAM,McLaren,1:23.976,1:23.172,1:22.725,2.0,4
2.0,ALO,McLaren,1:41.746,\N,\N,18.0,\N
17.0,ALO,McLaren,1:39.280,\N,\N,18.0,12
3.0,ALO,McLaren,1:35.205,1:35.039,\N,14.0,11
4.0,ALO,McLaren,1:27.941,1:27.760,\N,13.0,\N
6.0,ALO,McLaren,1:17.778,1:26.632,\N,13.0,\N
7.0,ALO,McLaren,1:17.012,1:16.276,\N,13.0,\N
70.0,ALO,McLaren,1:12.508,1:10.736,\N,19.0,\N
9.0,ALO,McLaren,1:34.959,\N,\N,17.0,10
11.0,ALO,McLaren,1:24.563,\N,\N,15.0,5
13.0,ALO,McLaren,1:51.420,\N,\N,20.0,13
14.0,ALO,McLaren,1:26.154,\N,\N,16.0,18
15.0,ALO,McLaren,1:46.600,1:46.328,\N,12.0,\N
22.0,ALO,McLaren,1:35.467,1:34.785,\N,12.0,11
71.0,ALO,McLaren,1:40.144,\N,\N,19.0,11
69.0,ALO,McLaren,1:59.704,2:00.265,\N,9.0,11
32.0,ALO,McLaren,1:21.779,\N,\N,18.0,\N
18.0,ALO,McLaren,\N,\N,\N,20.0,15
24.0,ALO,McLaren,1:43.187,\N,\N,16.0,17
1.0,ALO,McLaren,1:26.537,1:26.125,\N,11.0,\N
17.0,ALO,McLaren,1:38.451,1:38.826,\N,11.0,12
71.0,ALO,McLaren,1:37.971,1:37.807,\N,14.0,6
4.0,ALO,McLaren,1:24.578,1:24.192,1:23.981,10.0,\N
6.0,ALO,McLaren,1:15.504,1:15.107,1:15.363,9.0,5
7.0,ALO,McLaren,1:15.026,1:14.260,1:14.338,10.0,11
73.0,ALO,McLaren,1:45.525,1:45.270,\N,13.0,\N
70.0,ALO,McLaren,1:07.671,1:08.154,\N,14.0,18
9.0,ALO,McLaren,1:32.281,1:31.740,1:32.343,9.0,13
11.0,ALO,McLaren,1:35.165,1:23.816,1:21.211,7.0,7
10.0,ALO,McLaren,1:16.338,1:16.041,\N,13.0,12
14.0,ALO,McLaren,1:23.783,1:23.273,\N,12.0,14
15.0,ALO,McLaren,1:45.373,1:44.653,1:44.553,9.0,7
2.0,ALO,McLaren,1:37.155,\N,\N,22.0,7
22.0,ALO,McLaren,1:32.819,1:32.689,\N,15.0,16
69.0,ALO,McLaren,1:37.913,1:37.417,\N,12.0,5
32.0,ALO,McLaren,1:20.552,1:20.282,\N,11.0,13
18.0,ALO,McLaren,1:12.700,1:12.312,1:12.266,10.0,10
24.0,ALO,McLaren,1:41.616,1:41.044,1:41.106,9.0,10
1.0,ALO,McLaren,1:25.872,1:25.425,\N,12.0,\N
17.0,ALO,McLaren,1:34.499,1:34.372,\N,13.0,\N
3.0,ALO,McLaren,1:32.054,\N,\N,15.0,14
71.0,ALO,McLaren,1:36.353,1:36.660,\N,15.0,\N
4.0,ALO,McLaren,1:22.015,1:21.251,1:21.048,7.0,12
7.0,ALO,McLaren,1:13.669,1:13.693,\N,12.0,16
73.0,ALO,McLaren,1:44.334,\N,\N,19.0,9
70.0,ALO,McLaren,1:06.158,1:05.602,\N,12.0,\N
9.0,ALO,McLaren,1:37.598,1:30.600,\N,20.0,\N
11.0,ALO,McLaren,1:18.395,1:17.919,1:17.549,7.0,6
13.0,ALO,McLaren,1:45.668,1:45.090,\N,10.0,\N
14.0,ALO,McLaren,1:39.134,1:38.202,\N,19.0,17
15.0,ALO,McLaren,1:42.086,1:41.442,1:41.179,8.0,\N
2.0,ALO,McLaren,1:33.049,1:32.010,1:31.704,10.0,11
22.0,ALO,McLaren,1:30.525,1:29.749,1:30.687,20.0,11
69.0,ALO,McLaren,1:35.712,1:35.046,1:35.007,8.0,\N
32.0,ALO,McLaren,1:17.710,\N,\N,18.0,10
18.0,ALO,McLaren,1:10.172,1:09.593,1:09.617,6.0,8
24.0,ALO,McLaren,1:38.820,1:38.636,\N,11.0,9
1.0,ALO,McLaren,1:23.597,1:23.692,\N,10.0,5
3.0,ALO,McLaren,1:30.530,1:30.212,\N,13.0,7
17.0,ALO,McLaren,1:33.428,1:33.232,\N,13.0,7
73.0,ALO,McLaren,1:44.010,1:44.019,\N,12.0,7
4.0,ALO,McLaren,1:18.276,1:18.100,1:17.721,8.0,8
6.0,ALO,McLaren,1:12.657,1:12.269,1:12.110,7.0,\N
7.0,ALO,McLaren,1:12.979,1:12.856,\N,14.0,\N
34.0,ALO,McLaren,1:32.976,\N,\N,16.0,16
70.0,ALO,McLaren,1:04.965,1:05.058,\N,13.0,8
9.0,ALO,McLaren,1:28.187,1:28.139,\N,13.0,8
10.0,ALO,McLaren,1:13.614,1:13.657,\N,11.0,16
11.0,ALO,McLaren,1:18.208,1:35.214,\N,11.0,8
13.0,ALO,McLaren,1:44.917,\N,\N,15.0,\N
14.0,ALO,McLaren,1:21.850,1:22.568,\N,13.0,\N
15.0,ALO,McLaren,1:39.022,1:38.641,\N,11.0,7
71.0,ALO,McLaren,1:35.504,\N,\N,16.0,14
22.0,ALO,McLaren,1:30.573,\N,\N,18.0,14
69.0,ALO,McLaren,1:35.294,\N,\N,13.0,\N
32.0,ALO,McLaren,1:16.857,1:16.871,\N,12.0,\N
18.0,ALO,McLaren,1:09.402,\N,\N,17.0,17
24.0,ALO,McLaren,1:37.890,1:37.743,\N,15.0,11
1.0,NOR,McLaren,1:22.702,1:22.423,1:22.304,8.0,12
1.0,SAI,McLaren,1:23.084,\N,\N,18.0,\N
3.0,SAI,McLaren,1:29.528,1:29.055,1:28.813,7.0,\N
3.0,NOR,McLaren,1:29.381,1:29.258,1:29.043,9.0,6
17.0,SAI,McLaren,1:33.686,1:33.523,\N,14.0,14
17.0,NOR,McLaren,1:34.148,1:33.967,\N,15.0,18
73.0,NOR,McLaren,1:42.371,1:42.084,1:41.886,7.0,8
73.0,SAI,McLaren,1:41.936,1:42.398,\N,9.0,7
4.0,NOR,McLaren,1:17.611,1:17.338,\N,10.0,\N
4.0,SAI,McLaren,1:17.760,1:17.599,\N,12.0,8
6.0,SAI,McLaren,1:11.872,1:11.608,1:11.417,9.0,6
6.0,NOR,McLaren,1:11.845,1:11.724,\N,12.0,11
7.0,NOR,McLaren,1:11.780,1:11.735,1:11.863,8.0,\N
7.0,SAI,McLaren,1:11.750,1:11.572,1:13.981,11.0,11
34.0,NOR,McLaren,1:30.989,1:30.019,1:29.418,5.0,9
34.0,SAI,McLaren,1:31.073,1:30.319,1:29.522,6.0,6
70.0,NOR,McLaren,1:04.361,1:04.211,1:04.099,5.0,6
70.0,SAI,McLaren,1:04.453,1:13.601,\N,19.0,8
9.0,NOR,McLaren,1:26.079,1:26.385,1:26.224,8.0,11
9.0,SAI,McLaren,1:26.203,1:26.578,\N,13.0,6
10.0,SAI,McLaren,1:13.221,1:12.632,1:12.897,7.0,5
10.0,NOR,McLaren,1:13.333,\N,\N,19.0,\N
11.0,NOR,McLaren,1:16.697,1:16.060,1:15.800,7.0,9
11.0,SAI,McLaren,1:16.493,1:16.308,1:15.852,8.0,5
13.0,NOR,McLaren,1:46.154,1:44.847,\N,11.0,11
13.0,SAI,McLaren,1:46.507,\N,\N,15.0,\N
14.0,SAI,McLaren,1:20.413,1:20.202,1:20.455,7.0,\N
14.0,NOR,McLaren,1:20.646,1:21.068,\N,16.0,10
15.0,SAI,McLaren,1:38.882,1:37.982,1:37.818,7.0,12
15.0,NOR,McLaren,1:38.606,1:37.572,1:38.329,9.0,7
71.0,SAI,McLaren,1:34.184,1:33.807,1:33.222,5.0,6
71.0,NOR,McLaren,1:34.201,1:33.725,1:33.301,7.0,8
22.0,SAI,McLaren,1:29.018,1:28.577,1:28.304,7.0,5
22.0,NOR,McLaren,1:28.873,1:28.571,1:28.464,8.0,11
32.0,SAI,McLaren,1:17.044,1:16.267,1:16.014,7.0,13
32.0,NOR,McLaren,1:17.092,1:16.447,1:16.322,8.0,\N
69.0,SAI,McLaren,1:33.916,1:33.422,1:32.847,7.0,8
69.0,NOR,McLaren,1:33.353,1:33.316,1:33.175,8.0,7
18.0,NOR,McLaren,1:08.891,1:08.868,\N,10.0,8
18.0,SAI,McLaren,\N,\N,\N,20.0,3
24.0,NOR,McLaren,1:37.545,1:36.764,1:36.436,6.0,8
24.0,SAI,McLaren,1:37.358,1:36.308,1:36.459,8.0,10
70.0,NOR,McLaren,1:04.606,1:03.819,1:03.626,3.0,3
70.0,SAI,McLaren,1:04.537,1:03.971,1:03.971,8.0,5
70.0,SAI,McLaren,1:18.590,1:18.836,1:20.671,3.0,9
70.0,NOR,McLaren,1:18.504,1:18.448,1:20.925,9.0,5
11.0,NOR,McLaren,1:15.444,1:15.085,1:14.966,8.0,13
11.0,SAI,McLaren,1:15.281,1:15.267,1:15.027,9.0,9
9.0,NOR,McLaren,1:26.855,1:26.420,1:25.782,5.0,5
9.0,SAI,McLaren,1:26.715,1:26.149,1:25.965,7.0,13
9.0,NOR,McLaren,1:27.217,1:26.885,1:26.778,10.0,9
9.0,SAI,McLaren,1:27.450,1:27.083,\N,12.0,13
4.0,SAI,McLaren,1:17.438,1:16.876,1:17.044,7.0,6
4.0,NOR,McLaren,1:17.577,1:17.166,1:17.084,8.0,10
13.0,SAI,McLaren,1:43.322,1:42.478,1:42.438,7.0,\N
13.0,NOR,McLaren,1:43.514,1:42.722,1:42.657,10.0,7
14.0,SAI,McLaren,1:20.099,1:19.705,1:19.695,3.0,2
14.0,NOR,McLaren,1:20.344,1:19.962,1:19.820,6.0,4
76.0,SAI,McLaren,1:16.993,1:16.522,1:17.870,9.0,\N
76.0,NOR,McLaren,1:16.895,1:16.640,\N,11.0,6
71.0,SAI,McLaren,1:33.967,1:32.757,1:32.550,6.0,\N
71.0,NOR,McLaren,1:33.804,1:33.081,1:32.847,8.0,15
20.0,NOR,McLaren,1:26.829,1:26.316,1:26.458,8.0,\N
20.0,SAI,McLaren,1:27.378,1:26.361,1:26.709,10.0,5
75.0,NOR,McLaren,1:17.547,1:17.321,1:17.525,8.0,13
75.0,SAI,McLaren,1:17.627,1:17.183,1:17.520,7.0,6
21.0,NOR,McLaren,1:15.274,1:15.051,1:14.814,9.0,8
21.0,SAI,McLaren,1:15.528,1:15.027,1:14.911,10.0,7
5.0,NOR,McLaren,2:07.167,1:54.945,\N,14.0,8
5.0,SAI,McLaren,2:07.489,1:55.410,\N,15.0,5
3.0,NOR,McLaren,1:29.464,1:28.877,1:28.542,9.0,4
3.0,SAI,McLaren,1:28.975,\N,\N,15.0,5
3.0,SAI,McLaren,0:54.450,0:53.818,0:54.010,8.0,4
3.0,NOR,McLaren,0:54.194,0:54.693,\N,19.0,10
24.0,NOR,McLaren,1:36.016,1:35.849,1:35.497,4.0,5
24.0,SAI,McLaren,1:36.517,1:36.192,1:35.815,6.0,6
3.0,NOR,McLaren,1:30.902,1:30.099,1:29.974,7.0,4
21.0,NOR,McLaren,1:15.009,1:14.718,1:14.875,7.0,3
75.0,NOR,McLaren,1:18.794,1:18.481,1:19.116,7.0,5
4.0,NOR,McLaren,1:17.821,1:17.696,1:18.010,9.0,8
6.0,NOR,McLaren,1:11.321,1:11.031,1:10.620,5.0,3
73.0,NOR,McLaren,1:42.167,1:41.813,1:41.747,9.0,5
34.0,NOR,McLaren,1:31.733,1:31.542,1:31.252,8.0,5
70.0,NOR,McLaren,1:04.584,1:04.298,1:04.120,3.0,5
70.0,NOR,McLaren,1:04.345,1:04.415,1:03.768,2.0,3
9.0,NOR,McLaren,1:27.444,1:27.220,1:26.897,5.0,4
11.0,NOR,McLaren,1:17.081,1:16.385,1:16.489,6.0,\N
13.0,NOR,McLaren,1:58.301,1:56.025,\N,15.0,14
39.0,NOR,McLaren,1:10.489,1:10.406,\N,13.0,10
14.0,NOR,McLaren,1:20.916,1:20.059,1:19.989,3.0,2
71.0,NOR,McLaren,1:47.238,1:45.827,1:41.993,1.0,7
5.0,NOR,McLaren,1:25.138,1:24.642,1:23.954,7.0,7
69.0,NOR,McLaren,1:34.551,1:33.880,1:33.887,7.0,8
32.0,NOR,McLaren,1:17.569,1:17.473,1:36.830,18.0,10
18.0,NOR,McLaren,1:09.365,1:09.030,1:08.980,5.0,10
78.0,NOR,McLaren,1:22.839,1:22.216,1:21.731,4.0,9
77.0,NOR,McLaren,1:28.338,1:28.344,1:28.180,7.0,10
24.0,NOR,McLaren,1:23.553,1:23.256,1:22.931,3.0,7
3.0,NOR,McLaren,1:32.239,1:32.008,\N,13.0,15
77.0,NOR,McLaren,1:29.957,1:29.651,\N,11.0,7
1.0,NOR,McLaren,1:19.280,1:19.066,1:18.703,4.0,5
21.0,NOR,McLaren,1:20.168,1:19.294,1:29.131,5.0,3
79.0,NOR,McLaren,1:30.761,1:29.634,1:29.750,8.0,\N
4.0,NOR,McLaren,1:20.838,1:20.471,\N,11.0,8
6.0,NOR,McLaren,1:12.927,1:12.266,1:11.849,5.0,6
73.0,NOR,McLaren,1:44.237,1:43.398,\N,11.0,9
7.0,NOR,McLaren,1:34.066,\N,\N,14.0,15
9.0,NOR,McLaren,1:41.515,1:41.821,1:42.084,6.0,6
70.0,NOR,McLaren,1:06.330,1:25.847,\N,10.0,7
34.0,NOR,McLaren,1:32.672,1:32.777,1:32.032,5.0,7
11.0,NOR,McLaren,1:18.653,1:18.121,1:17.769,4.0,7
13.0,NOR,McLaren,1:45.745,1:45.603,1:46.178,17.0,12
39.0,NOR,McLaren,1:11.556,1:11.116,1:11.174,7.0,7
14.0,NOR,McLaren,1:22.130,1:21.831,1:21.584,3.0,7
15.0,NOR,McLaren,1:55.914,1:53.942,1:50.584,6.0,4
22.0,NOR,McLaren,1:30.881,1:30.473,1:31.003,10.0,10
69.0,NOR,McLaren,1:36.465,1:36.341,1:35.690,6.0,6
32.0,NOR,McLaren,1:19.857,1:19.119,1:18.721,8.0,9
18.0,NOR,McLaren,1:13.106,1:11.377,1:12.263,6.0,\N
24.0,NOR,McLaren,1:25.387,1:24.903,1:24.769,7.0,6
3.0,NOR,McLaren,1:31.652,1:31.381,\N,11.0,17
3.0,PIA,McLaren,1:32.101,\N,\N,18.0,\N
77.0,PIA,McLaren,1:29.706,1:29.378,1:29.243,8.0,15
77.0,NOR,McLaren,1:30.447,\N,\N,19.0,17
1.0,NOR,McLaren,1:18.243,1:18.119,\N,13.0,6
1.0,PIA,McLaren,1:18.517,\N,\N,16.0,8
73.0,NOR,McLaren,1:42.154,1:41.485,1:41.281,7.0,9
73.0,PIA,McLaren,1:42.455,1:41.636,1:41.611,10.0,11
79.0,NOR,McLaren,1:28.394,\N,\N,16.0,17
79.0,PIA,McLaren,1:28.484,\N,\N,19.0,19
6.0,NOR,McLaren,1:12.877,1:12.377,1:12.254,10.0,9
6.0,PIA,McLaren,1:13.006,1:12.395,\N,11.0,10
4.0,NOR,McLaren,1:13.295,1:12.776,1:12.792,3.0,17
4.0,PIA,McLaren,1:13.691,1:13.059,1:13.682,9.0,13
7.0,NOR,McLaren,1:21.998,1:19.347,1:28.046,7.0,13
7.0,PIA,McLaren,1:22.190,1:19.659,1:31.349,8.0,11
70.0,NOR,McLaren,1:05.617,1:05.038,1:04.658,4.0,4
70.0,PIA,McLaren,1:05.683,1:05.605,\N,13.0,16
9.0,NOR,McLaren,1:28.917,1:28.042,1:26.961,2.0,2
9.0,PIA,McLaren,1:29.874,1:27.845,1:27.092,3.0,4
11.0,NOR,McLaren,1:18.697,1:17.328,1:16.694,3.0,2
11.0,PIA,McLaren,1:18.464,1:17.571,1:16.905,4.0,5
13.0,PIA,McLaren,1:58.872,1:51.534,1:47.365,5.0,\N
13.0,NOR,McLaren,1:59.981,1:52.252,1:47.669,7.0,7
39.0,NOR,McLaren,1:21.276,1:19.769,1:11.104,2.0,7
39.0,PIA,McLaren,1:21.231,1:19.392,1:11.938,8.0,9
14.0,PIA,McLaren,1:22.106,1:21.527,1:20.785,7.0,12
14.0,NOR,McLaren,1:21.995,1:21.581,1:20.979,9.0,8
15.0,NOR,McLaren,1:32.483,1:31.951,1:31.270,4.0,2
15.0,PIA,McLaren,1:32.902,\N,\N,17.0,7
22.0,PIA,McLaren,1:30.439,1:30.122,1:29.458,2.0,3
22.0,NOR,McLaren,1:30.063,1:30.296,1:29.493,3.0,2
78.0,PIA,McLaren,1:25.266,1:24.724,1:24.540,6.0,2
78.0,NOR,McLaren,1:25.131,1:24.685,\N,10.0,3
69.0,NOR,McLaren,1:35.110,1:35.441,1:34.853,2.0,2
69.0,PIA,McLaren,1:36.064,1:35.576,1:35.467,10.0,\N
32.0,PIA,McLaren,1:18.241,1:17.874,1:17.623,7.0,8
32.0,NOR,McLaren,1:21.554,\N,\N,17.0,5
18.0,NOR,McLaren,1:10.623,1:10.021,1:11.987,6.0,2
18.0,PIA,McLaren,1:10.519,1:10.330,\N,10.0,14
80.0,NOR,McLaren,1:34.703,\N,\N,15.0,\N
80.0,PIA,McLaren,1:34.850,\N,\N,18.0,10
24.0,PIA,McLaren,1:24.487,1:24.278,1:23.782,3.0,6
24.0,NOR,McLaren,1:24.368,1:23.920,1:23.816,5.0,5
3.0,NOR,McLaren,1:30.143,1:29.941,1:29.614,7.0,6
3.0,PIA,McLaren,1:30.531,1:30.122,1:29.683,8.0,8
77.0,PIA,McLaren,1:28.755,1:28.343,1:28.089,5.0,4
77.0,NOR,McLaren,1:28.805,1:28.479,1:28.132,6.0,8
1.0,NOR,McLaren,1:17.430,1:16.750,1:16.315,3.0,3
1.0,PIA,McLaren,1:17.369,1:16.601,1:16.572,5.0,4
22.0,NOR,McLaren,1:29.536,1:28.940,1:28.489,3.0,5
22.0,PIA,McLaren,1:29.425,1:29.148,1:28.760,6.0,8
17.0,NOR,McLaren,1:34.842,1:34.460,1:34.165,4.0,2
17.0,PIA,McLaren,1:35.014,1:34.659,1:34.273,5.0,8
79.0,NOR,McLaren,1:27.913,1:27.871,1:27.594,5.0,1
79.0,PIA,McLaren,1:28.032,1:27.721,1:27.675,6.0,13
21.0,PIA,McLaren,1:15.940,1:15.407,1:14.820,5.0,4
21.0,NOR,McLaren,1:15.915,1:15.371,1:14.837,2.0,2
6.0,PIA,McLaren,1:11.500,1:10.756,1:10.424,2.0,2
6.0,NOR,McLaren,1:11.760,1:10.732,1:10.542,4.0,4
7.0,NOR,McLaren,1:12.959,1:12.201,1:12.021,3.0,2
7.0,PIA,McLaren,1:12.907,1:12.462,1:12.103,4.0,5
4.0,NOR,McLaren,1:12.386,1:11.872,1:11.383,1.0,2
4.0,PIA,McLaren,1:12.460,1:12.011,\N,9.0,7
